Date,Soil Moisture 10cm (%) ,Soil Moisture 20cm (%) ,Soil Moisture 30cm (%),Soil Moisture 40cm (%),Soil Moisture 50cm (%),Soil Moisture 60cm (%) ,Rain,Temperature (oC),Humidity (%)
2024-06-09 00:00:00,11.09,4.62,2.17,2.01,1.46,0.85,0,25.28,73.33
2024-06-08 23:00:00,11.07,4.62,2.17,2.01,1.46,0.84,0,28.62,50.83
2024-06-08 22:00:00,11.07,4.63,2.17,2.01,1.46,0.84,0,30.38,42.33
2024-06-08 21:00:00,11.07,4.63,2.18,2.01,1.46,0.84,0,30.83,50
2024-06-08 20:00:00,11.08,4.63,2.18,2.01,1.46,0.84,0,29.92,54.17
2024-06-08 19:00:00,11.1,4.64,2.17,2.01,1.46,0.84,0,30.37,52.83
2024-06-08 18:00:00,11.11,4.64,2.18,2.02,1.46,0.84,0,29.85,57
2024-06-08 17:00:00,11.12,4.64,2.18,2.02,1.46,0.84,0,29.88,58.5
2024-06-08 16:00:00,11.14,4.65,2.18,2.02,1.46,0.84,0,29.72,61.67
2024-06-08 15:00:00,11.16,4.65,2.18,2.02,1.46,0.84,0,29.38,63.17
2024-06-08 14:00:00,11.18,4.65,2.18,2.02,1.46,0.84,0,29.15,63.33
2024-06-08 13:00:00,11.2,4.66,2.19,2.03,1.46,0.84,0,27.32,64.17
2024-06-08 12:00:00,11.21,4.66,2.19,2.02,1.46,0.84,0,22.83,80.33
2024-06-08 11:00:00,11.2,4.66,2.19,2.02,1.46,0.83,0,21.12,82.5
2024-06-08 10:00:00,11.21,4.65,2.19,2.02,1.46,0.83,0,20.1,83.83
2024-06-08 09:00:00,11.21,4.66,2.18,2.02,1.46,0.83,0,21.35,77.67
2024-06-08 08:00:00,11.21,4.65,2.18,2.02,1.46,0.83,0,22.48,77
2024-06-08 07:00:00,11.2,4.66,2.18,2.02,1.46,0.82,0,22.7,66
2024-06-08 06:00:00,11.2,4.65,2.18,2.02,1.46,0.82,0,23.3,62.5
2024-06-08 05:00:00,11.21,4.66,2.18,2.02,1.46,0.82,0,22.42,62.33
2024-06-08 04:00:00,11.21,4.65,2.18,2.01,1.46,0.82,0,22.32,59.83
2024-06-08 03:00:00,11.2,4.65,2.18,2.01,1.46,0.81,0,22.63,58.67
2024-06-08 02:00:00,11.2,4.65,2.18,2.01,1.46,0.81,0,23.35,56.5
2024-06-08 01:00:00,11.19,4.64,2.18,2.01,1.46,0.81,0,23.83,56.33
2024-06-08 00:00:00,11.18,4.64,2.18,2.01,1.46,0.81,0,25.82,53.5
2024-06-07 23:00:00,11.18,4.65,2.18,2.01,1.46,0.8,0,27.62,51.17
2024-06-07 22:00:00,11.17,4.64,2.17,2.02,1.46,0.8,0,28.48,51.5
2024-06-07 21:00:00,11.16,4.64,2.17,2.01,1.46,0.8,0,30.92,48.67
2024-06-07 20:00:00,11.15,4.64,2.17,2.01,1.46,0.8,0,32.53,42.5
2024-06-07 19:00:00,11.17,4.65,2.18,2.02,1.46,0.8,0,32.33,44.83
2024-06-07 18:00:00,11.18,4.65,2.18,2.02,1.46,0.8,0,31.97,51.33
2024-06-07 17:00:00,11.18,4.65,2.18,2.02,1.46,0.81,0,31.55,54.83
2024-06-07 16:00:00,11.2,4.66,2.18,2.02,1.46,0.8,0,31.7,48.33
2024-06-07 15:00:00,11.22,4.67,2.19,2.02,1.46,0.81,0,31.27,47.83
2024-06-07 14:00:00,11.25,4.67,2.19,2.02,1.46,0.81,0,31.03,50.5
2024-06-07 13:00:00,11.27,4.67,2.19,2.03,1.46,0.81,0,28.5,59
2024-06-07 12:00:00,11.28,4.67,2.19,2.03,1.46,0.81,0,25.72,69.83
2024-06-07 11:00:00,11.27,4.67,2.19,2.02,1.46,0.81,0,22.77,79.17
2024-06-07 10:00:00,11.27,4.67,2.19,2.02,1.46,0.81,0,21.38,79.5
2024-06-07 09:00:00,11.27,4.68,2.19,2.02,1.46,0.81,0,22.07,78.5
2024-06-07 08:00:00,11.27,4.67,2.18,2.02,1.46,0.81,0,21.82,80.83
2024-06-07 07:00:00,11.26,4.67,2.18,2.02,1.46,0.81,0,23.05,75.33
2024-06-07 06:00:00,11.23,4.67,2.18,2.02,1.46,0.81,0,23.82,71
2024-06-07 05:00:00,11.23,4.67,2.18,2.02,1.46,0.81,0,23.25,70.17
2024-06-07 04:00:00,11.23,4.66,2.18,2.01,1.46,0.81,0,22.38,76
2024-06-07 03:00:00,11.23,4.66,2.18,2.01,1.46,0.8,0,22.83,81
2024-06-07 02:00:00,11.21,4.66,2.18,2.01,1.46,0.8,0,22.7,84.5
2024-06-07 01:00:00,11.19,4.66,2.18,2.01,1.46,0.81,0,22.85,89.83
2024-06-07 00:00:00,11.18,4.65,2.18,2.01,1.46,0.81,0,23.93,85.17
2024-06-06 23:00:00,11.16,4.65,2.17,2.01,1.46,0.8,0,26.15,77.33
2024-06-06 22:00:00,11.15,4.65,2.17,2.01,1.45,0.81,0,27.67,70.67
2024-06-06 21:00:00,11.15,4.65,2.18,2.01,1.45,0.81,0,28.38,63.5
2024-06-06 20:00:00,11.16,4.66,2.18,2.02,1.46,0.81,0,31.2,53.67
2024-06-06 19:00:00,11.17,4.66,2.18,2.02,1.46,0.81,0,31.55,54
2024-06-06 18:00:00,11.2,4.67,2.19,2.02,1.46,0.81,0,31.4,52.83
2024-06-06 17:00:00,11.23,4.68,2.19,2.03,1.46,0.81,0,30.93,51.33
2024-06-06 16:00:00,11.27,4.69,2.2,2.03,1.46,0.82,0,30.43,50.67
2024-06-06 15:00:00,11.32,4.7,2.2,2.04,1.47,0.82,0,29.83,52.83
2024-06-06 14:00:00,11.35,4.71,2.2,2.04,1.47,0.82,0,26.42,69.17
2024-06-06 13:00:00,11.35,4.71,2.2,2.04,1.47,0.82,0,23.88,68.17
2024-06-06 12:00:00,11.36,4.71,2.2,2.04,1.47,0.82,0,25.7,55.5
2024-06-06 11:00:00,11.38,4.71,2.2,2.04,1.47,0.82,0,24.7,55.83
2024-06-06 10:00:00,11.39,4.71,2.2,2.04,1.47,0.82,0,24.18,55.33
2024-06-06 09:00:00,11.38,4.71,2.2,2.04,1.47,0.82,0,24,56.17
2024-06-06 08:00:00,11.4,4.71,2.2,2.03,1.47,0.82,0,23.83,58.17
2024-06-06 07:00:00,11.4,4.71,2.2,2.03,1.47,0.82,0,21.85,66.33
2024-06-06 06:00:00,11.38,4.71,2.2,2.03,1.47,0.82,0,24.2,58.83
2024-06-06 05:00:00,11.38,4.71,2.2,2.03,1.47,0.82,0,25.33,57.17
2024-06-06 04:00:00,11.38,4.71,2.2,2.03,1.47,0.82,0,25.12,65.67
2024-06-06 03:00:00,11.38,4.71,2.2,2.03,1.47,0.82,0,24.33,71.67
2024-06-06 02:00:00,11.36,4.7,2.19,2.03,1.46,0.82,0,24.5,69.17
2024-06-06 01:00:00,11.34,4.7,2.2,2.03,1.46,0.82,0,22.98,80
2024-06-06 00:00:00,11.32,4.7,2.2,2.03,1.46,0.82,0,25.8,69.5
2024-06-05 23:00:00,11.3,4.7,2.2,2.03,1.46,0.82,0,28.12,62
2024-06-05 22:00:00,11.31,4.7,2.2,2.03,1.46,0.82,0,30.67,54.67
2024-06-05 21:00:00,11.31,4.7,2.19,2.03,1.46,0.82,0,32.43,47.33
2024-06-05 20:00:00,11.33,4.71,2.2,2.03,1.46,0.83,0,30.72,55.67
2024-06-05 19:00:00,11.35,4.71,2.21,2.04,1.47,0.83,0,31.43,50.67
2024-06-05 18:00:00,11.35,4.72,2.21,2.04,1.46,0.83,0,32.5,48.5
2024-06-05 17:00:00,11.38,4.73,2.21,2.04,1.47,0.83,0,32.02,48
2024-06-05 16:00:00,11.4,4.74,2.22,2.05,1.47,0.83,0,31.85,48
2024-06-05 15:00:00,11.44,4.74,2.22,2.05,1.47,0.83,0,31.87,42.17
2024-06-05 14:00:00,11.47,4.75,2.22,2.06,1.47,0.84,0,31.02,40.67
2024-06-05 13:00:00,11.51,4.76,2.22,2.06,1.48,0.84,0,28.45,47
2024-06-05 12:00:00,11.53,4.75,2.22,2.06,1.48,0.84,0,24.83,61.83
2024-06-05 11:00:00,11.54,4.76,2.22,2.05,1.48,0.84,0,20.68,69.67
2024-06-05 10:00:00,11.56,4.76,2.22,2.05,1.48,0.84,0,18.5,72.33
2024-06-05 09:00:00,11.55,4.77,2.22,2.05,1.48,0.84,0,18,72.83
2024-06-05 08:00:00,11.56,4.76,2.22,2.06,1.48,0.84,0,19.1,72.33
2024-06-05 07:00:00,11.56,4.76,2.22,2.06,1.48,0.84,0,19.77,72.67
2024-06-05 06:00:00,11.56,4.76,2.22,2.06,1.48,0.84,0,20.1,68.5
2024-06-05 05:00:00,11.56,4.76,2.22,2.06,1.47,0.84,0,21.23,64.17
2024-06-05 04:00:00,11.56,4.76,2.22,2.06,1.47,0.84,0,21.98,62.5
2024-06-05 03:00:00,11.56,4.75,2.22,2.05,1.47,0.84,0,21.87,66.83
2024-06-05 02:00:00,11.56,4.75,2.22,2.05,1.47,0.84,0,22.77,65.33
2024-06-05 00:00:00,11.53,4.75,2.22,2.05,1.47,0.84,0,26.62,56.83
2024-06-04 23:00:00,11.51,4.75,2.22,2.05,1.47,0.84,0,29.8,48.5
2024-06-04 22:00:00,11.51,4.75,2.22,2.06,1.47,0.84,0,31.18,45.33
2024-06-04 21:00:00,11.51,4.76,2.22,2.06,1.47,0.84,0,32.78,44.17
2024-06-04 20:00:00,11.51,4.76,2.22,2.06,1.47,0.84,0,33.67,43.83
2024-06-04 19:00:00,11.53,4.76,2.22,2.06,1.47,0.84,0,34.25,41.17
2024-06-04 18:00:00,11.55,4.77,2.22,2.06,1.48,0.84,0,33.5,41.17
2024-06-04 17:00:00,11.57,4.77,2.23,2.07,1.48,0.85,0,33.38,40.17
2024-06-04 16:00:00,11.6,4.78,2.23,2.07,1.48,0.85,0,33.52,39.83
2024-06-04 15:00:00,11.62,4.79,2.23,2.07,1.48,0.85,0,32.58,41.5
2024-06-04 14:00:00,11.67,4.8,2.24,2.08,1.48,0.85,0,30.97,44.67
2024-06-04 13:00:00,11.69,4.8,2.24,2.08,1.48,0.85,0,28.45,49.67
2024-06-04 12:00:00,11.72,4.81,2.24,2.08,1.48,0.85,0,24.97,60.67
2024-06-04 11:00:00,11.73,4.81,2.24,2.08,1.48,0.85,0,21.82,70.17
2024-06-04 10:00:00,11.74,4.81,2.24,2.08,1.48,0.85,0,19.1,69.83
2024-06-04 09:00:00,11.73,4.82,2.24,2.08,1.48,0.85,0,19.35,67.17
2024-06-04 08:00:00,11.74,4.81,2.24,2.07,1.48,0.86,0,19.83,65.5
2024-06-04 07:00:00,11.73,4.81,2.24,2.07,1.48,0.85,0,20.57,64.17
2024-06-04 06:00:00,11.74,4.81,2.24,2.07,1.48,0.85,0,20.77,66.83
2024-06-04 05:00:00,11.74,4.81,2.24,2.07,1.48,0.85,0,21.53,64.17
2024-06-04 04:00:00,11.73,4.81,2.24,2.07,1.48,0.85,0,21.13,71
2024-06-04 03:00:00,11.73,4.8,2.24,2.07,1.48,0.85,0,21.38,74
2024-06-04 02:00:00,11.73,4.8,2.23,2.07,1.48,0.85,0,22.08,74.83
2024-06-04 01:00:00,11.73,4.8,2.23,2.07,1.48,0.85,0,22.95,73
2024-06-04 00:00:00,11.72,4.8,2.24,2.07,1.48,0.85,0,25.83,65.83
2024-06-03 23:00:00,11.7,4.8,2.24,2.07,1.47,0.85,0,30.47,47.33
2024-06-03 22:00:00,11.68,4.8,2.23,2.07,1.47,0.85,0,32.53,43.83
2024-06-03 21:00:00,11.69,4.8,2.24,2.07,1.47,0.85,0,31.57,46.17
2024-06-03 20:00:00,11.7,4.81,2.24,2.07,1.48,0.85,0,30.95,52.17
2024-06-03 19:00:00,11.7,4.8,2.24,2.08,1.47,0.85,0,30.65,52
2024-06-03 18:00:00,11.71,4.81,2.24,2.08,1.47,0.86,0,31.32,43.5
2024-06-03 17:00:00,11.73,4.82,2.24,2.08,1.48,0.86,0,32.78,43.67
2024-06-03 16:00:00,11.76,4.82,2.25,2.08,1.48,0.86,0,30.85,52.67
2024-06-03 15:00:00,11.78,4.82,2.25,2.08,1.48,0.86,0,30.23,55
2024-06-03 14:00:00,11.8,4.83,2.25,2.09,1.48,0.86,0,29.52,56.83
2024-06-03 13:00:00,11.82,4.84,2.25,2.08,1.48,0.86,0,27.58,62.67
2024-06-03 12:00:00,11.84,4.84,2.26,2.09,1.48,0.86,0,24.42,70.17
2024-06-03 11:00:00,11.85,4.84,2.26,2.08,1.48,0.86,0,21.73,74.17
2024-06-03 10:00:00,11.84,4.85,2.26,2.09,1.48,0.86,0,19.58,73.5
2024-06-03 09:00:00,11.84,4.84,2.26,2.09,1.48,0.86,0,20.45,69.67
2024-06-03 08:00:00,11.85,4.84,2.25,2.09,1.48,0.86,0,19.98,71.67
2024-06-03 07:00:00,11.86,4.84,2.26,2.08,1.48,0.86,0,19.33,72.83
2024-06-03 06:00:00,11.85,4.84,2.25,2.08,1.48,0.86,0,19.72,71.83
2024-06-03 05:00:00,11.85,4.84,2.25,2.08,1.48,0.86,0,20.2,79.5
2024-06-03 04:00:00,11.86,4.84,2.25,2.08,1.48,0.86,0,20.43,80.33
2024-06-03 03:00:00,11.85,4.83,2.25,2.08,1.47,0.86,0,21.02,68.17
2024-06-03 02:00:00,11.84,4.83,2.25,2.08,1.47,0.86,0,21.52,61.5
2024-06-03 01:00:00,11.83,4.83,2.25,2.07,1.47,0.85,0,23.08,57.17
2024-06-03 00:00:00,11.82,4.83,2.24,2.08,1.47,0.86,0,25.7,51.33
2024-06-02 23:00:00,11.82,4.83,2.25,2.08,1.47,0.86,0,27.47,49
2024-06-02 22:00:00,11.81,4.83,2.25,2.08,1.47,0.85,0,29.1,45.67
2024-06-02 21:00:00,11.81,4.83,2.25,2.08,1.47,0.85,0,30.1,47.83
2024-06-02 20:00:00,11.83,4.83,2.25,2.08,1.47,0.85,0,31.67,47.67
2024-06-02 19:00:00,11.83,4.84,2.25,2.08,1.47,0.85,0,31.85,48.17
2024-06-02 18:00:00,11.83,4.84,2.25,2.08,1.47,0.85,0,30.6,56.83
2024-06-02 17:00:00,11.85,4.84,2.25,2.09,1.47,0.86,0,29.68,57.33
2024-06-02 16:00:00,11.86,4.85,2.26,2.09,1.48,0.86,0,30.02,56.67
2024-06-02 15:00:00,11.89,4.86,2.26,2.09,1.47,0.86,0,29.22,62.33
2024-06-02 14:00:00,11.9,4.86,2.26,2.09,1.48,0.86,0,28.17,63.83
2024-06-02 13:00:00,11.91,4.86,2.26,2.09,1.48,0.86,0,25.9,70.5
2024-06-02 12:00:00,11.93,4.86,2.26,2.09,1.48,0.86,0,22.55,79.67
2024-06-02 11:00:00,11.93,4.86,2.26,2.09,1.48,0.86,0,19.45,81.83
2024-06-02 10:00:00,11.93,4.86,2.26,2.09,1.48,0.86,0,17.47,87.5
2024-06-02 09:00:00,11.94,4.87,2.26,2.09,1.47,0.86,0,16.3,93.83
2024-06-02 08:00:00,11.93,4.87,2.26,2.09,1.47,0.86,0,16.9,90.5
2024-06-02 07:00:00,11.94,4.86,2.26,2.09,1.47,0.86,0,17.28,89.67
2024-06-02 06:00:00,11.94,4.86,2.26,2.08,1.47,0.86,0,17.57,89.33
2024-06-02 05:00:00,11.95,4.86,2.26,2.08,1.47,0.85,0,18.2,87
2024-06-02 04:00:00,11.94,4.86,2.26,2.08,1.47,0.85,0,18.75,85.5
2024-06-02 03:00:00,11.95,4.86,2.26,2.08,1.47,0.85,0,19.83,82.5
2024-06-02 02:00:00,11.94,4.85,2.25,2.09,1.47,0.85,0,20.43,79.5
2024-06-02 01:00:00,11.93,4.86,2.25,2.09,1.47,0.85,0,21.23,77.83
2024-06-02 00:00:00,11.92,4.86,2.25,2.09,1.47,0.85,0,23.1,73
2024-06-01 23:00:00,11.91,4.85,2.25,2.08,1.47,0.85,0,25.17,67.83
2024-06-01 22:00:00,11.92,4.85,2.25,2.08,1.47,0.84,0,25.73,69.83
2024-06-01 21:00:00,11.91,4.85,2.25,2.08,1.47,0.84,0,27,69.33
2024-06-01 20:00:00,11.91,4.85,2.25,2.08,1.47,0.84,0,27.3,68.5
2024-06-01 19:00:00,11.91,4.85,2.25,2.08,1.47,0.84,0,27.32,68.5
2024-06-01 18:00:00,11.9,4.85,2.25,2.08,1.47,0.84,0,26.65,70.67
2024-06-01 17:00:00,11.91,4.85,2.26,2.08,1.47,0.84,0,26.28,71.5
2024-06-01 16:00:00,11.92,4.85,2.26,2.08,1.47,0.84,0,26.13,71
2024-06-01 15:00:00,11.92,4.85,2.26,2.08,1.47,0.84,0,26.2,69.83
2024-06-01 14:00:00,11.93,4.86,2.26,2.08,1.47,0.84,0,25.47,70.5
2024-06-01 13:00:00,11.95,4.86,2.26,2.08,1.47,0.83,0,24,74.83
2024-06-01 12:00:00,11.95,4.86,2.25,2.08,1.47,0.83,0,21.12,82.17
2024-06-01 11:00:00,11.96,4.86,2.25,2.08,1.47,0.83,0,17.95,86.17
2024-06-01 10:00:00,11.95,4.87,2.25,2.08,1.47,0.83,0,16.65,91.67
2024-06-01 09:00:00,11.96,4.87,2.26,2.08,1.47,0.83,0,16.83,87.83
2024-06-01 08:00:00,11.96,4.87,2.26,2.08,1.47,0.83,0,15.75,89
2024-06-01 07:00:00,11.96,4.86,2.25,2.08,1.47,0.82,0,17.03,84.83
2024-06-01 06:00:00,11.96,4.86,2.25,2.08,1.46,0.82,0,16.42,84.83
2024-06-01 05:00:00,11.97,4.86,2.25,2.08,1.46,0.82,0,16.55,85.5
2024-06-01 04:00:00,11.97,4.86,2.25,2.08,1.46,0.82,0,17.07,84.5
2024-06-01 03:00:00,11.96,4.86,2.25,2.08,1.46,0.81,0,17.85,87
2024-06-01 02:00:00,11.96,4.86,2.25,2.08,1.46,0.81,0,18.27,84.33
2024-06-01 01:00:00,11.96,4.85,2.25,2.08,1.46,0.81,0,19.85,78
2024-06-01 00:00:00,11.95,4.85,2.25,2.08,1.46,0.81,0,21.28,75.17
2024-05-31 23:00:00,11.95,4.86,2.25,2.08,1.47,0.8,0,23.52,67.17
2024-05-31 22:00:00,11.94,4.85,2.25,2.08,1.46,0.8,0,24.63,65
2024-05-31 21:00:00,11.93,4.85,2.25,2.08,1.46,0.8,0,25.9,64.17
2024-05-31 20:00:00,11.93,4.85,2.25,2.08,1.46,0.79,0,25.93,70
2024-05-31 19:00:00,11.93,4.85,2.25,2.07,1.47,0.79,0,25.72,71.17
2024-05-31 18:00:00,11.92,4.85,2.25,2.08,1.47,0.79,0,26.17,67.67
2024-05-31 17:00:00,11.92,4.85,2.25,2.08,1.47,0.79,0,26.17,66.5
2024-05-31 16:00:00,11.93,4.86,2.25,2.08,1.47,0.79,0,24.95,70
2024-05-31 15:00:00,11.94,4.86,2.25,2.08,1.47,0.78,0,24.95,70.5
2024-05-31 14:00:00,11.95,4.86,2.26,2.08,1.47,0.78,0,24.77,70
2024-05-31 13:00:00,11.94,4.87,2.26,2.08,1.47,0.78,0,23.4,71.33
2024-05-31 12:00:00,11.96,4.87,2.26,2.08,1.47,0.78,0,20.47,79.5
2024-05-31 11:00:00,11.96,4.86,2.26,2.08,1.47,0.78,0,18.37,84
2024-05-31 10:00:00,11.97,4.87,2.25,2.08,1.47,0.78,0,15.1,86.83
2024-05-31 09:00:00,11.98,4.87,2.25,2.08,1.47,0.78,0,15.57,82.67
2024-05-31 08:00:00,11.97,4.87,2.25,2.08,1.47,0.78,0,15.37,85.33
2024-05-31 07:00:00,11.97,4.88,2.25,2.07,1.46,0.78,0,14.87,87
2024-05-31 06:00:00,11.98,4.87,2.25,2.07,1.46,0.78,0,15.38,83.83
2024-05-31 05:00:00,11.96,4.86,2.25,2.07,1.46,0.78,0,15.85,83.33
2024-05-31 04:00:00,11.97,4.86,2.25,2.07,1.46,0.78,0,17.02,80.5
2024-05-31 03:00:00,11.95,4.85,2.25,2.07,1.46,0.78,0,17.6,79.83
2024-05-31 02:00:00,11.94,4.85,2.25,2.08,1.46,0.78,0,18.13,80.5
2024-05-31 01:00:00,11.93,4.86,2.25,2.07,1.46,0.78,0,19.8,77.83
2024-05-31 00:00:00,11.92,4.85,2.25,2.07,1.46,0.78,0,21.57,69.5
2024-05-30 23:00:00,11.91,4.85,2.24,2.07,1.46,0.78,0,22.4,68.83
2024-05-30 22:00:00,11.9,4.84,2.24,2.07,1.46,0.78,0,24.65,63.33
2024-05-30 21:00:00,11.88,4.85,2.25,2.07,1.46,0.78,0,25.37,63
2024-05-30 20:00:00,11.89,4.85,2.25,2.07,1.46,0.78,0,24.67,68.67
2024-05-30 19:00:00,11.88,4.84,2.25,2.07,1.46,0.78,0,25.63,65.67
2024-05-30 18:00:00,11.88,4.85,2.25,2.08,1.46,0.78,0,26.77,58.83
2024-05-30 17:00:00,11.9,4.86,2.25,2.08,1.47,0.78,0,26.3,60
2024-05-30 16:00:00,11.92,4.86,2.25,2.08,1.47,0.78,0,25.88,64.83
2024-05-30 15:00:00,11.95,4.87,2.26,2.09,1.47,0.78,0,25.47,66.33
2024-05-30 14:00:00,11.97,4.87,2.26,2.09,1.47,0.79,0,24.15,70.5
2024-05-30 13:00:00,12,4.88,2.27,2.09,1.47,0.79,0,22.67,75
2024-05-30 12:00:00,12.02,4.89,2.27,2.09,1.48,0.79,0,19.62,83.67
2024-05-30 11:00:00,12.02,4.89,2.27,2.09,1.48,0.79,0,15.23,95.33
2024-05-30 10:00:00,12.02,4.88,2.27,2.09,1.47,0.79,0,13.45,95
2024-05-30 09:00:00,12.04,4.88,2.26,2.09,1.47,0.79,0,13.43,94.83
2024-05-30 08:00:00,12.03,4.88,2.26,2.09,1.48,0.79,0,13.8,90.83
2024-05-30 07:00:00,12.04,4.89,2.26,2.09,1.47,0.79,0,14.73,89.83
2024-05-30 06:00:00,12.04,4.89,2.26,2.09,1.47,0.79,0,15.97,88
2024-05-30 05:00:00,12.04,4.89,2.26,2.09,1.47,0.79,0,16.15,88.67
2024-05-30 04:00:00,12.03,4.89,2.26,2.09,1.47,0.79,0,16.77,87.33
2024-05-30 03:00:00,12.04,4.88,2.26,2.08,1.47,0.79,0,16.65,85.17
2024-05-30 02:00:00,12.04,4.88,2.26,2.09,1.47,0.79,0,17.85,79.83
2024-05-30 01:00:00,12.03,4.89,2.26,2.08,1.47,0.79,0,19.72,74
2024-05-30 00:00:00,12.01,4.88,2.26,2.09,1.47,0.79,0,21.05,69.17
2024-05-29 23:00:00,12.02,4.88,2.26,2.09,1.47,0.79,0,23.35,60.5
2024-05-29 22:00:00,12.03,4.88,2.26,2.09,1.47,0.79,0,24.43,59
2024-05-29 21:00:00,12.03,4.89,2.26,2.09,1.47,0.79,0,24.05,64.5
2024-05-29 20:00:00,12.02,4.88,2.27,2.09,1.47,0.79,0,22.3,72.17
2024-05-29 19:00:00,12.03,4.89,2.27,2.09,1.47,0.79,0,25.87,61.67
2024-05-29 18:00:00,12.03,4.9,2.27,2.1,1.47,0.79,0,26.18,59.33
2024-05-29 17:00:00,12.05,4.9,2.27,2.1,1.48,0.79,0,26.83,53.67
2024-05-29 16:00:00,12.08,4.91,2.28,2.1,1.48,0.8,0,26.27,55.17
2024-05-29 15:00:00,12.12,4.92,2.28,2.11,1.48,0.8,0,22.98,58.33
2024-05-29 14:00:00,12.13,4.92,2.28,2.11,1.48,0.8,0,22.22,60.83
2024-05-29 13:00:00,12.17,4.93,2.28,2.11,1.49,0.8,0,21.35,65.33
2024-05-29 12:00:00,12.2,4.94,2.28,2.11,1.49,0.8,0,19.42,72.83
2024-05-29 11:00:00,12.21,4.93,2.29,2.11,1.49,0.8,0,15.38,83.17
2024-05-29 10:00:00,12.21,4.93,2.29,2.11,1.49,0.8,0,14.77,86.67
2024-05-29 09:00:00,12.22,4.94,2.29,2.11,1.49,0.8,0,13.43,89.67
2024-05-29 08:00:00,12.23,4.94,2.29,2.11,1.49,0.8,0,14.25,90.17
2024-05-29 07:00:00,12.23,4.94,2.29,2.11,1.49,0.8,0,16.55,84
2024-05-29 06:00:00,12.23,4.94,2.29,2.11,1.48,0.8,0,16.83,82.5
2024-05-29 05:00:00,12.23,4.93,2.29,2.11,1.49,0.8,0,16.03,83.17
2024-05-29 04:00:00,12.23,4.93,2.29,2.11,1.48,0.8,0,16.48,75.33
2024-05-29 03:00:00,12.22,4.93,2.28,2.1,1.48,0.8,0,15.67,77.33
2024-05-29 02:00:00,12.22,4.93,2.28,2.1,1.48,0.8,0,16.3,80.33
2024-05-29 01:00:00,12.22,4.93,2.28,2.1,1.48,0.8,0,16.7,77.5
2024-05-29 00:00:00,12.23,4.93,2.28,2.1,1.48,0.8,0,18.27,71.17
2024-05-28 23:00:00,12.23,4.93,2.28,2.1,1.48,0.8,0,20.18,67.17
2024-05-28 22:00:00,12.21,4.93,2.28,2.11,1.48,0.8,0,20.48,63
2024-05-28 21:00:00,12.21,4.94,2.28,2.11,1.48,0.8,0,20.68,60
2024-05-28 20:00:00,12.23,4.94,2.28,2.11,1.48,0.8,0,24.13,51.83
2024-05-28 19:00:00,12.25,4.94,2.29,2.11,1.48,0.8,0,24.45,51
2024-05-28 18:00:00,12.26,4.94,2.29,2.11,1.49,0.8,0,23.9,58.67
2024-05-28 17:00:00,12.27,4.95,2.29,2.12,1.49,0.8,0,24.63,57.67
2024-05-28 16:00:00,12.3,4.96,2.3,2.12,1.49,0.81,0,24.2,59.5
2024-05-28 15:00:00,12.32,4.96,2.3,2.12,1.49,0.81,0,23.28,59.33
2024-05-28 14:00:00,12.34,4.97,2.3,2.13,1.49,0.81,0,22.73,63.17
2024-05-28 13:00:00,12.38,4.97,2.3,2.12,1.49,0.81,0,21.87,66
2024-05-28 12:00:00,12.39,4.97,2.31,2.13,1.5,0.81,0,19.3,71.5
2024-05-28 11:00:00,12.4,4.98,2.31,2.13,1.5,0.81,0,16.03,78.17
2024-05-28 10:00:00,12.4,4.99,2.31,2.13,1.5,0.81,0,14.43,79.33
2024-05-28 09:00:00,12.41,4.99,2.31,2.13,1.5,0.81,0,14.3,78.33
2024-05-28 08:00:00,12.41,4.98,2.3,2.13,1.5,0.81,0,14.1,76.67
2024-05-28 07:00:00,12.42,4.98,2.3,2.13,1.5,0.81,0,14.32,74.67
2024-05-28 06:00:00,12.42,4.98,2.3,2.13,1.49,0.81,0,14.98,72.67
2024-05-28 05:00:00,12.42,4.99,2.3,2.13,1.5,0.81,0,14.58,74.83
2024-05-28 04:00:00,12.43,4.99,2.3,2.13,1.49,0.81,0,15.2,74.5
2024-05-28 03:00:00,12.42,4.98,2.3,2.12,1.49,0.81,0,15.9,76
2024-05-28 02:00:00,12.42,4.98,2.3,2.12,1.49,0.81,0,17.63,67.83
2024-05-28 01:00:00,12.43,4.97,2.3,2.12,1.49,0.81,0,18.28,67.83
2024-05-28 00:00:00,12.42,4.98,2.3,2.12,1.49,0.81,0,15.72,91.17
2024-05-27 23:00:00,12.42,4.98,2.3,2.12,1.49,0.81,0.9,19.22,74.67
2024-05-27 22:00:00,12.41,4.98,2.3,2.12,1.49,0.81,0,23.73,50.33
2024-05-27 21:00:00,12.43,4.98,2.3,2.12,1.49,0.81,0,25.57,49.83
2024-05-27 20:00:00,12.44,4.99,2.31,2.13,1.49,0.81,0,25.7,48.5
2024-05-27 19:00:00,12.45,5,2.31,2.13,1.49,0.81,0,25.62,47.33
2024-05-27 18:00:00,12.47,5,2.31,2.13,1.5,0.81,0,25.87,45.67
2024-05-27 17:00:00,12.49,5.01,2.31,2.14,1.5,0.81,0,25.18,51.5
2024-05-27 16:00:00,12.51,5.01,2.32,2.14,1.5,0.81,0,26.5,42.67
2024-05-27 15:00:00,12.54,5.02,2.32,2.14,1.5,0.82,0,26.17,45
